zone,start_local,start_utc,duration_sec,accuracy,source
Randreihe,2026-07-03 11:30:00,2026-07-03 09:30:00,205,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 11:30:00,2026-07-03 09:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 11:30:00,2026-07-03 09:30:00,198,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 11:30:00,2026-07-03 09:30:00,313,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 12:00:00,2026-07-03 10:00:00,167,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 12:00:00,2026-07-03 10:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 12:00:00,2026-07-03 10:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 12:00:00,2026-07-03 10:00:00,309,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 12:30:00,2026-07-03 10:30:00,167,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 12:30:00,2026-07-03 10:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 12:30:00,2026-07-03 10:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 12:30:00,2026-07-03 10:30:00,309,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 13:00:00,2026-07-03 11:00:00,201,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 13:00:00,2026-07-03 11:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 13:00:00,2026-07-03 11:00:00,186,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 13:00:00,2026-07-03 11:00:00,417,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 13:30:00,2026-07-03 11:30:00,201,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 13:30:00,2026-07-03 11:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 13:30:00,2026-07-03 11:30:00,186,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 13:30:00,2026-07-03 11:30:00,417,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 14:00:00,2026-07-03 12:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 14:00:00,2026-07-03 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 14:00:00,2026-07-03 12:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 14:00:00,2026-07-03 12:00:00,312,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 14:30:00,2026-07-03 12:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 14:30:00,2026-07-03 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 14:30:00,2026-07-03 12:30:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 14:30:00,2026-07-03 12:30:00,312,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 15:00:00,2026-07-03 13:00:00,192,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 15:00:00,2026-07-03 13:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 15:00:00,2026-07-03 13:00:00,187,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 15:00:00,2026-07-03 13:00:00,413,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 15:30:00,2026-07-03 13:30:00,192,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 15:30:00,2026-07-03 13:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 15:30:00,2026-07-03 13:30:00,187,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 15:30:00,2026-07-03 13:30:00,413,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 16:00:00,2026-07-03 14:00:00,189,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 16:00:00,2026-07-03 14:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 16:00:00,2026-07-03 14:00:00,205,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 16:00:00,2026-07-03 14:00:00,310,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 16:30:00,2026-07-03 14:30:00,189,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 16:30:00,2026-07-03 14:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 16:30:00,2026-07-03 14:30:00,205,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 16:30:00,2026-07-03 14:30:00,310,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 17:00:00,2026-07-03 15:00:00,202,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 17:00:00,2026-07-03 15:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 17:00:00,2026-07-03 15:00:00,208,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 17:00:00,2026-07-03 15:00:00,208,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-03 17:30:00,2026-07-03 15:30:00,202,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 17:30:00,2026-07-03 15:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-03 17:30:00,2026-07-03 15:30:00,208,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-03 17:30:00,2026-07-03 15:30:00,208,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 18:00:00,2026-07-03 16:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 18:30:00,2026-07-03 16:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 19:00:00,2026-07-03 17:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 19:30:00,2026-07-03 17:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 20:00:00,2026-07-03 18:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-03 20:30:00,2026-07-03 18:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 06:00:00,2026-07-04 04:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 06:30:00,2026-07-04 04:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 07:00:00,2026-07-04 05:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 07:00:00,2026-07-04 05:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 07:00:00,2026-07-04 05:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 07:00:00,2026-07-04 05:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 07:30:00,2026-07-04 05:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 08:00:00,2026-07-04 06:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 08:30:00,2026-07-04 06:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 09:00:00,2026-07-04 07:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 09:00:00,2026-07-04 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 09:00:00,2026-07-04 07:00:00,173,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 09:00:00,2026-07-04 07:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 09:30:00,2026-07-04 07:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 10:00:00,2026-07-04 08:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 10:30:00,2026-07-04 08:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 11:00:00,2026-07-04 09:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 11:00:00,2026-07-04 09:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 11:00:00,2026-07-04 09:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 11:00:00,2026-07-04 09:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 11:30:00,2026-07-04 09:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 12:00:00,2026-07-04 10:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 12:30:00,2026-07-04 10:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 13:00:00,2026-07-04 11:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 13:00:00,2026-07-04 11:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 13:00:00,2026-07-04 11:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 13:00:00,2026-07-04 11:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 13:30:00,2026-07-04 11:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 14:00:00,2026-07-04 12:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 14:30:00,2026-07-04 12:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 15:00:00,2026-07-04 13:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 15:00:00,2026-07-04 13:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 15:00:00,2026-07-04 13:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 15:00:00,2026-07-04 13:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 15:30:00,2026-07-04 13:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 16:00:00,2026-07-04 14:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 16:30:00,2026-07-04 14:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-04 17:00:00,2026-07-04 15:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 17:00:00,2026-07-04 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-04 17:00:00,2026-07-04 15:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-04 17:00:00,2026-07-04 15:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 17:30:00,2026-07-04 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 18:00:00,2026-07-04 16:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 18:30:00,2026-07-04 16:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 19:00:00,2026-07-04 17:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 19:30:00,2026-07-04 17:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 20:00:00,2026-07-04 18:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-04 20:30:00,2026-07-04 18:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 06:00:00,2026-07-05 04:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 06:30:00,2026-07-05 04:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 07:00:00,2026-07-05 05:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 07:00:00,2026-07-05 05:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 07:00:00,2026-07-05 05:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 07:00:00,2026-07-05 05:00:00,169,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 07:30:00,2026-07-05 05:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 08:00:00,2026-07-05 06:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 08:30:00,2026-07-05 06:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 09:00:00,2026-07-05 07:00:00,171,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 09:00:00,2026-07-05 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 09:00:00,2026-07-05 07:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 09:00:00,2026-07-05 07:00:00,180,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 09:30:00,2026-07-05 07:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 10:00:00,2026-07-05 08:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 10:30:00,2026-07-05 08:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 11:00:00,2026-07-05 09:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 11:00:00,2026-07-05 09:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 11:00:00,2026-07-05 09:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 11:00:00,2026-07-05 09:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 11:30:00,2026-07-05 09:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 12:00:00,2026-07-05 10:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 12:30:00,2026-07-05 10:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 13:00:00,2026-07-05 11:00:00,170,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 13:00:00,2026-07-05 11:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 13:00:00,2026-07-05 11:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 13:00:00,2026-07-05 11:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 13:30:00,2026-07-05 11:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 14:00:00,2026-07-05 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 14:30:00,2026-07-05 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 15:00:00,2026-07-05 13:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 15:00:00,2026-07-05 13:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 15:00:00,2026-07-05 13:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 15:00:00,2026-07-05 13:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 15:30:00,2026-07-05 13:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 16:00:00,2026-07-05 14:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 16:30:00,2026-07-05 14:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-05 17:00:00,2026-07-05 15:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 17:00:00,2026-07-05 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-05 17:00:00,2026-07-05 15:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-05 17:00:00,2026-07-05 15:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 17:30:00,2026-07-05 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 18:00:00,2026-07-05 16:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 18:30:00,2026-07-05 16:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 19:00:00,2026-07-05 17:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 19:30:00,2026-07-05 17:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 20:00:00,2026-07-05 18:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-05 20:30:00,2026-07-05 18:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 06:00:00,2026-07-06 04:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 06:30:00,2026-07-06 04:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 07:00:00,2026-07-06 05:00:00,171,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 07:00:00,2026-07-06 05:00:00,10,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 07:00:00,2026-07-06 05:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 07:00:00,2026-07-06 05:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 07:30:00,2026-07-06 05:30:00,10,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 08:00:00,2026-07-06 06:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 08:00:00,2026-07-06 06:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 08:00:00,2026-07-06 06:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 08:00:00,2026-07-06 06:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 08:30:00,2026-07-06 06:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 09:00:00,2026-07-06 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 09:30:00,2026-07-06 07:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 10:00:00,2026-07-06 08:00:00,168,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 10:00:00,2026-07-06 08:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 10:00:00,2026-07-06 08:00:00,167,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 10:00:00,2026-07-06 08:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 10:30:00,2026-07-06 08:30:00,168,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 10:30:00,2026-07-06 08:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 10:30:00,2026-07-06 08:30:00,167,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 10:30:00,2026-07-06 08:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 11:00:00,2026-07-06 09:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 11:00:00,2026-07-06 09:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 11:00:00,2026-07-06 09:00:00,174,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 11:00:00,2026-07-06 09:00:00,114,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 11:30:00,2026-07-06 09:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 11:30:00,2026-07-06 09:30:00,114,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 12:00:00,2026-07-06 10:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 12:00:00,2026-07-06 10:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 12:00:00,2026-07-06 10:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 12:00:00,2026-07-06 10:00:00,241,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 12:30:00,2026-07-06 10:30:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 12:30:00,2026-07-06 10:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 12:30:00,2026-07-06 10:30:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 12:30:00,2026-07-06 10:30:00,241,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 13:00:00,2026-07-06 11:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 13:00:00,2026-07-06 11:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 13:00:00,2026-07-06 11:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 13:00:00,2026-07-06 11:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 13:30:00,2026-07-06 11:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 14:00:00,2026-07-06 12:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 14:00:00,2026-07-06 12:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 14:00:00,2026-07-06 12:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 14:00:00,2026-07-06 12:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 14:30:00,2026-07-06 12:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 14:30:00,2026-07-06 12:30:00,179,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 15:00:00,2026-07-06 13:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 15:00:00,2026-07-06 13:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 15:00:00,2026-07-06 13:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 15:00:00,2026-07-06 13:00:00,265,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 15:30:00,2026-07-06 13:30:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 15:30:00,2026-07-06 13:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 15:30:00,2026-07-06 13:30:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 15:30:00,2026-07-06 13:30:00,265,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 16:00:00,2026-07-06 14:00:00,176,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 16:00:00,2026-07-06 14:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 16:00:00,2026-07-06 14:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 16:00:00,2026-07-06 14:00:00,180,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 16:30:00,2026-07-06 14:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-06 17:00:00,2026-07-06 15:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 17:00:00,2026-07-06 15:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-06 17:00:00,2026-07-06 15:00:00,177,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-06 17:00:00,2026-07-06 15:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 17:30:00,2026-07-06 15:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 18:00:00,2026-07-06 16:00:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 18:30:00,2026-07-06 16:30:00,12,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 19:00:00,2026-07-06 17:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 19:30:00,2026-07-06 17:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 20:00:00,2026-07-06 18:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-06 20:30:00,2026-07-06 18:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 06:00:00,2026-07-07 04:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 06:30:00,2026-07-07 04:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-07 07:00:00,2026-07-07 05:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 07:00:00,2026-07-07 05:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-07 07:00:00,2026-07-07 05:00:00,175,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-07 07:00:00,2026-07-07 05:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 07:30:00,2026-07-07 05:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-07 08:00:00,2026-07-07 06:00:00,72,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 08:00:00,2026-07-07 06:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-07 08:00:00,2026-07-07 06:00:00,72,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-07 08:00:00,2026-07-07 06:00:00,178,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 08:30:00,2026-07-07 06:30:00,11,stunde_rekonstruiert,ha_lts_power_energy
Randreihe,2026-07-07 09:00:00,2026-07-07 07:00:00,156,stunde_rekonstruiert,ha_lts_power_energy
Reihe 1,2026-07-07 09:00:00,2026-07-07 07:00:00,11,stunde_rekonstruiert,ha_lts_power_energy
Reihe 2,2026-07-07 09:00:00,2026-07-07 07:00:00,156,stunde_rekonstruiert,ha_lts_power_energy
Reihe 3,2026-07-07 09:00:00,2026-07-07 07:00:00,179,stunde_rekonstruiert,ha_lts_power_energy
